Food type,methane gas level,humidity,temperature,spoiled or not spoiled,outcome
Roti/Chapati,420,58,31.85,not spoiled,0
Roti/Chapati,425,54,31.39,not spoiled,0
Roti/Chapati,424,62,31.55,not spoiled,0
Roti/Chapati,421,64,31.61,not spoiled,0
Roti/Chapati,419,55,31.82,not spoiled,0
Roti/Chapati,423,64,31.63,not spoiled,0
Roti/Chapati,418,60,31.57,not spoiled,0
Roti/Chapati,423,64,31.97,not spoiled,0
Roti/Chapati,423,60,31.78,not spoiled,0
Roti/Chapati,425,60,32.0,not spoiled,0
Roti/Chapati,431,61,32.02,not spoiled,0
Roti/Chapati,424,58,31.94,not spoiled,0
Roti/Chapati,422,64,31.96,not spoiled,0
Roti/Chapati,423,57,31.97,not spoiled,0
Roti/Chapati,418,59,32.07,not spoiled,0
Roti/Chapati,422,62,32.24,not spoiled,0
Roti/Chapati,423,58,32.03,not spoiled,0
Roti/Chapati,423,62,32.21,not spoiled,0
Roti/Chapati,425,64,32.06,not spoiled,0
Roti/Chapati,423,63,32.12,not spoiled,0
Roti/Chapati,429,54,32.31,not spoiled,0
Roti/Chapati,426,60,32.06,not spoiled,0
Roti/Chapati,426,63,32.7,not spoiled,0
Roti/Chapati,426,56,32.25,not spoiled,0
Roti/Chapati,427,62,32.47,not spoiled,0
Roti/Chapati,430,62,32.69,not spoiled,0
Roti/Chapati,425,56,32.42,not spoiled,0
Roti/Chapati,426,63,32.25,not spoiled,0
Roti/Chapati,427,61,32.57,not spoiled,0
Roti/Chapati,424,62,32.54,not spoiled,0
Roti/Chapati,426,57,32.37,not spoiled,0
Roti/Chapati,428,60,32.8,not spoiled,0
Roti/Chapati,432,55,32.82,not spoiled,0
Roti/Chapati,430,53,33.0,not spoiled,0
Roti/Chapati,431,60,32.71,not spoiled,0
Roti/Chapati,433,63,32.67,not spoiled,0
Roti/Chapati,430,61,32.89,not spoiled,0
Roti/Chapati,432,60,32.98,not spoiled,0
Roti/Chapati,431,59,33.17,not spoiled,0
Roti/Chapati,432,57,33.29,not spoiled,0
Roti/Chapati,430,59,33.3,not spoiled,0
Roti/Chapati,425,61,33.2,not spoiled,0
Roti/Chapati,432,59,33.32,not spoiled,0
Roti/Chapati,437,62,33.14,not spoiled,0
Roti/Chapati,436,61,33.3,not spoiled,0
Roti/Chapati,436,61,33.14,not spoiled,0
Roti/Chapati,437,63,33.37,not spoiled,0
Roti/Chapati,434,58,33.41,not spoiled,0
Roti/Chapati,435,62,33.7,not spoiled,0
Roti/Chapati,433,59,33.44,not spoiled,0
Roti/Chapati,434,61,33.53,not spoiled,0
Roti/Chapati,437,58,33.59,not spoiled,0
Roti/Chapati,439,57,33.53,not spoiled,0
Roti/Chapati,435,60,33.52,not spoiled,0
Roti/Chapati,435,54,33.87,not spoiled,0
Roti/Chapati,436,59,33.57,not spoiled,0
Roti/Chapati,439,55,33.56,not spoiled,0
Roti/Chapati,433,62,33.9,not spoiled,0
Roti/Chapati,431,63,34.01,not spoiled,0
Roti/Chapati,436,57,33.81,not spoiled,0
Roti/Chapati,434,61,33.85,not spoiled,0
Roti/Chapati,437,63,34.0,not spoiled,0
Roti/Chapati,438,63,33.89,not spoiled,0
Paneer,344,77,19.93,not spoiled,0
Paneer,337,74,20.27,not spoiled,0
Paneer,340,70,20.15,not spoiled,0
Paneer,342,80,20.2,not spoiled,0
Paneer,344,79,20.3,not spoiled,0
Paneer,340,71,20.09,not spoiled,0
Paneer,336,77,20.47,not spoiled,0
Paneer,342,73,20.35,not spoiled,0
Paneer,347,76,20.51,not spoiled,0
Paneer,344,76,20.3,not spoiled,0
Paneer,344,74,20.28,not spoiled,0
Paneer,340,73,20.69,not spoiled,0
Paneer,340,73,20.68,not spoiled,0
Paneer,344,72,20.54,not spoiled,0
Paneer,340,73,20.59,not spoiled,0
Paneer,347,75,20.94,not spoiled,0
Paneer,343,73,20.65,not spoiled,0
Paneer,345,77,21.13,not spoiled,0
Paneer,340,79,20.8,not spoiled,0
Paneer,345,73,21.08,not spoiled,0
Paneer,343,76,20.99,not spoiled,0
Paneer,340,76,21.18,not spoiled,0
Paneer,349,76,21.06,not spoiled,0
Paneer,352,75,21.17,not spoiled,0
Paneer,351,77,21.25,not spoiled,0
Paneer,350,76,21.14,not spoiled,0
Paneer,347,71,21.46,not spoiled,0
Paneer,351,78,21.32,not spoiled,0
Paneer,353,78,21.41,not spoiled,0
Paneer,350,73,21.35,not spoiled,0
Paneer,346,75,21.17,not spoiled,0
Paneer,348,77,21.57,not spoiled,0
Paneer,355,74,22.02,not spoiled,0
Paneer,350,78,21.82,not spoiled,0
Paneer,341,82,21.76,not spoiled,0
Paneer,347,73,21.77,not spoiled,0
Paneer,350,71,21.87,not spoiled,0
Paneer,355,76,22.0,not spoiled,0
Paneer,351,77,21.79,not spoiled,0
Paneer,356,74,22.18,not spoiled,0
Paneer,351,79,22.18,not spoiled,0
Paneer,347,71,22.23,not spoiled,0
Paneer,352,77,22.24,not spoiled,0
Paneer,355,73,22.23,not spoiled,0
Paneer,355,80,22.38,not spoiled,0
Paneer,351,81,22.42,not spoiled,0
Paneer,354,73,22.33,not spoiled,0
Paneer,363,73,22.34,not spoiled,0
Paneer,352,78,22.5,not spoiled,0
Paneer,358,74,22.77,not spoiled,0
Paneer,350,75,22.4,not spoiled,0
Paneer,359,75,22.42,not spoiled,0
Paneer,354,69,22.71,not spoiled,0
Paneer,358,75,22.75,spoiled,1
Paneer,353,73,22.82,spoiled,1
Paneer,358,74,22.88,spoiled,1
Paneer,355,79,22.86,spoiled,1
Paneer,356,71,23.17,spoiled,1
Paneer,360,77,22.76,spoiled,1
Paneer,358,74,22.93,spoiled,1
Paneer,360,74,23.09,spoiled,1
Paneer,359,77,22.91,spoiled,1
Paneer,360,76,23.18,spoiled,1
Paneer,361,77,23.51,spoiled,1
Paneer,359,78,23.31,spoiled,1
Paneer,358,74,23.4,spoiled,1
Paneer,359,73,23.22,spoiled,1
Paneer,365,72,23.37,spoiled,1
Paneer,362,73,23.46,spoiled,1
Paneer,360,84,23.52,spoiled,1
Paneer,364,79,23.81,spoiled,1
Paneer,364,71,23.76,spoiled,1
Paneer,365,71,23.56,spoiled,1
Paneer,360,76,23.81,spoiled,1
Paneer,362,77,23.9,spoiled,1
Paneer,362,77,24.05,spoiled,1
Paneer,363,74,24.17,spoiled,1
Paneer,366,75,23.83,spoiled,1
Paneer,366,76,23.91,spoiled,1
Paneer,366,75,23.9,spoiled,1
Paneer,370,68,24.1,spoiled,1
Paneer,368,74,24.26,spoiled,1
Paneer,366,72,24.39,spoiled,1
Paneer,363,76,24.28,spoiled,1
Paneer,365,84,24.3,spoiled,1
Paneer,366,76,24.42,spoiled,1
Paneer,370,74,24.32,spoiled,1
Paneer,368,78,24.81,spoiled,1
Paneer,366,76,24.31,spoiled,1
Paneer,366,76,24.63,spoiled,1
Paneer,369,77,24.96,spoiled,1
Paneer,372,81,24.71,spoiled,1
Paneer,374,72,24.73,spoiled,1
Paneer,369,76,24.76,spoiled,1
Paneer,370,72,24.84,spoiled,1
Paneer,367,77,25.12,spoiled,1
Paneer,377,72,24.63,spoiled,1
Paneer,367,74,25.25,spoiled,1
Paneer,375,74,24.86,spoiled,1
Paneer,371,78,25.08,spoiled,1
Paneer,370,78,25.11,spoiled,1
Paneer,369,71,25.31,spoiled,1
Paneer,380,75,25.04,spoiled,1
Paneer,374,73,25.4,spoiled,1
Paneer,373,71,25.68,spoiled,1
Paneer,376,74,25.23,spoiled,1
Paneer,372,74,25.51,spoiled,1
Paneer,374,82,25.44,spoiled,1
Paneer,375,76,25.65,spoiled,1
Paneer,373,71,25.64,spoiled,1
Paneer,379,73,25.59,spoiled,1
Paneer,375,78,25.81,spoiled,1
Paneer,371,81,26.06,spoiled,1
Paneer,375,70,25.82,spoiled,1
Paneer,377,69,26.0,spoiled,1
Paneer,374,81,25.75,spoiled,1
Paneer,375,76,25.86,spoiled,1
Paneer,376,72,26.12,spoiled,1
Paneer,381,77,26.33,spoiled,1
Paneer,377,67,26.21,spoiled,1
Paneer,383,75,26.16,spoiled,1
Paneer,377,76,26.26,spoiled,1
Paneer,380,78,26.12,spoiled,1
Paneer,378,72,26.45,spoiled,1
Paneer,382,75,26.55,spoiled,1
Paneer,377,72,26.4,spoiled,1
Paneer,383,76,26.45,spoiled,1
Paneer,381,72,26.61,spoiled,1
Paneer,379,74,26.56,spoiled,1
Paneer,381,72,26.66,spoiled,1
Paneer,386,77,27.04,spoiled,1
Paneer,382,78,26.74,spoiled,1
Paneer,380,74,26.77,spoiled,1
Paneer,379,75,26.78,spoiled,1
Paneer,384,71,27.04,spoiled,1
Paneer,384,74,26.96,spoiled,1
Paneer,386,75,26.94,spoiled,1
Paneer,379,83,27.28,spoiled,1
Paneer,381,72,27.35,spoiled,1
Paneer,388,79,27.1,spoiled,1
Paneer,386,78,26.96,spoiled,1
Paneer,387,76,27.44,spoiled,1
Paneer,382,80,27.24,spoiled,1
Paneer,383,76,27.52,spoiled,1
Paneer,389,76,27.15,spoiled,1
Paneer,389,75,27.63,spoiled,1
Paneer,383,79,27.37,spoiled,1
Paneer,383,78,27.71,spoiled,1
Paneer,387,73,27.66,spoiled,1
Paneer,385,71,27.56,spoiled,1
Paneer,385,74,27.7,spoiled,1
Paneer,385,73,27.91,spoiled,1
Paneer,387,75,27.88,spoiled,1
Paneer,385,79,28.0,spoiled,1
Paneer,386,74,28.26,spoiled,1
Paneer,390,75,27.78,spoiled,1
Paneer,390,75,28.31,spoiled,1
Paneer,392,78,28.14,spoiled,1
Paneer,386,68,28.04,spoiled,1
Paneer,391,73,28.02,spoiled,1
Paneer,397,76,28.25,spoiled,1
Paneer,390,79,28.47,spoiled,1
Paneer,394,74,28.36,spoiled,1
Paneer,395,69,28.66,spoiled,1
Paneer,395,77,28.27,spoiled,1
Paneer,393,73,28.53,spoiled,1
Paneer,395,71,28.4,spoiled,1
Paneer,395,73,28.69,spoiled,1
Paneer,396,74,28.82,spoiled,1
Paneer,391,73,28.68,spoiled,1
Paneer,389,68,28.4,spoiled,1
Paneer,390,78,28.87,spoiled,1
Paneer,394,79,28.96,spoiled,1
Paneer,397,77,29.01,spoiled,1
Paneer,392,72,29.19,spoiled,1
Paneer,399,74,28.89,spoiled,1
Paneer,395,75,29.21,spoiled,1
Paneer,395,77,29.33,spoiled,1
Paneer,394,77,28.94,spoiled,1
Paneer,392,73,29.31,spoiled,1
Paneer,398,75,29.23,spoiled,1
Paneer,403,76,29.35,spoiled,1
Paneer,398,79,29.47,spoiled,1
Paneer,393,77,29.39,spoiled,1
Paneer,401,77,29.42,spoiled,1
Paneer,394,75,29.57,spoiled,1
Paneer,396,79,29.46,spoiled,1
Paneer,399,76,29.51,spoiled,1
Paneer,400,72,29.83,spoiled,1
Paneer,397,79,29.6,spoiled,1
Paneer,400,77,29.93,spoiled,1
Paneer,403,74,29.95,spoiled,1
Paneer,404,74,29.67,spoiled,1
Paneer,405,76,29.88,spoiled,1
Paneer,408,76,30.21,spoiled,1
Paneer,405,76,29.94,spoiled,1
Paneer,402,76,30.07,spoiled,1
Paneer,406,80,30.26,spoiled,1
Paneer,405,78,30.36,spoiled,1
Paneer,405,76,30.26,spoiled,1
Paneer,404,78,30.26,spoiled,1
Paneer,402,72,30.61,spoiled,1
Paneer,401,76,30.71,spoiled,1
Paneer,405,80,30.65,spoiled,1
Paneer,406,74,30.56,spoiled,1
Paneer,403,72,30.48,spoiled,1
Paneer,407,73,30.53,spoiled,1
Paneer,412,72,30.79,spoiled,1
Paneer,401,73,30.82,spoiled,1
Paneer,409,74,31.02,spoiled,1
Paneer,407,71,30.96,spoiled,1
Paneer,409,75,30.69,spoiled,1
Paneer,406,78,31.12,spoiled,1
Paneer,408,72,30.87,spoiled,1
Paneer,409,80,31.01,spoiled,1
Paneer,408,77,31.16,spoiled,1
Paneer,404,78,31.47,spoiled,1
Paneer,409,73,31.69,spoiled,1
Paneer,405,78,31.37,spoiled,1
Paneer,412,72,31.3,spoiled,1
Paneer,405,78,31.46,spoiled,1
Paneer,414,76,31.56,spoiled,1
Paneer,412,77,31.43,spoiled,1
Paneer,413,71,31.8,spoiled,1
Paneer,405,72,31.62,spoiled,1
Paneer,411,77,31.71,spoiled,1
Paneer,416,72,31.79,spoiled,1
Paneer,411,76,31.8,spoiled,1
Paneer,410,71,31.92,spoiled,1
Paneer,411,78,31.75,spoiled,1
Paneer,413,71,31.81,spoiled,1
Paneer,411,77,31.78,spoiled,1
Paneer,418,77,32.07,spoiled,1
Paneer,414,73,32.17,spoiled,1
Paneer,413,77,32.17,spoiled,1
Paneer,411,76,32.41,spoiled,1
Paneer,417,73,32.21,spoiled,1
Paneer,417,72,32.36,spoiled,1
Paneer,414,69,32.15,spoiled,1
Paneer,410,76,32.3,spoiled,1
Paneer,418,70,32.52,spoiled,1
Paneer,416,75,32.59,spoiled,1
Paneer,418,74,32.47,spoiled,1
Paneer,424,77,32.56,spoiled,1
Paneer,418,74,32.39,spoiled,1
Paneer,417,74,32.62,spoiled,1
Paneer,415,77,32.86,spoiled,1
Paneer,418,76,32.86,spoiled,1
Paneer,420,76,32.9,spoiled,1
Paneer,420,76,32.89,spoiled,1
Paneer,425,70,32.93,spoiled,1
Paneer,422,77,32.88,spoiled,1
Paneer,420,77,33.14,spoiled,1
Paneer,419,72,33.15,spoiled,1
Paneer,422,74,33.21,spoiled,1
Paneer,419,75,33.11,spoiled,1
Paneer,422,75,32.92,spoiled,1
Paneer,424,76,33.46,spoiled,1
Paneer,422,79,33.27,spoiled,1
Paneer,421,78,33.27,spoiled,1
Paneer,417,71,33.55,spoiled,1
Paneer,427,77,33.44,spoiled,1
Paneer,425,79,33.71,spoiled,1
Paneer,425,76,33.7,spoiled,1
Paneer,420,78,33.76,spoiled,1
Paneer,429,81,33.5,spoiled,1
Paneer,424,78,33.94,spoiled,1
Paneer,424,76,33.85,spoiled,1
Paneer,422,78,33.81,spoiled,1
Paneer,421,75,33.94,spoiled,1
Paneer,430,75,33.7,spoiled,1
Paneer,430,74,34.08,spoiled,1
Paneer,426,80,33.91,spoiled,1
Paneer,425,73,33.92,spoiled,1
Paneer,426,80,33.94,spoiled,1
Paneer,427,76,34.39,spoiled,1
Paneer,425,71,34.18,spoiled,1
Paneer,428,76,34.56,spoiled,1
Paneer,429,69,34.3,spoiled,1
Paneer,432,77,34.17,spoiled,1
Paneer,430,78,34.32,spoiled,1
Paneer,425,73,34.72,spoiled,1
Paneer,431,75,34.56,spoiled,1
Paneer,430,81,34.56,spoiled,1
Paneer,435,73,34.71,spoiled,1
Paneer,435,72,34.82,spoiled,1
Paneer,436,79,34.96,spoiled,1
Paneer,430,81,35.06,spoiled,1
Paneer,438,75,34.84,spoiled,1
Paneer,433,78,34.75,spoiled,1
Paneer,438,79,34.94,spoiled,1
Paneer,432,73,35.09,spoiled,1
Paneer,432,74,34.96,spoiled,1
Paneer,434,79,35.01,spoiled,1
Paneer,434,80,35.26,spoiled,1
Paneer,438,77,35.25,spoiled,1
Paneer,434,72,35.32,spoiled,1
Paneer,438,81,35.25,spoiled,1
Paneer,437,73,35.38,spoiled,1
Paneer,435,74,35.33,spoiled,1
Paneer,438,76,35.65,spoiled,1
Paneer,435,80,35.72,spoiled,1
Paneer,444,78,35.34,spoiled,1
Paneer,429,76,35.53,spoiled,1
Paneer,439,76,35.5,spoiled,1
Paneer,432,75,35.68,spoiled,1
Paneer,437,77,35.82,spoiled,1
Paneer,438,67,35.66,spoiled,1
Paneer,443,74,35.79,spoiled,1
Paneer,437,76,35.83,spoiled,1
Paneer,443,72,36.07,spoiled,1
Paneer,436,76,36.1,spoiled,1
Paneer,444,74,36.03,spoiled,1
Paneer,439,80,36.22,spoiled,1
Paneer,441,80,36.16,spoiled,1
Paneer,440,74,36.25,spoiled,1
Paneer,445,75,36.6,spoiled,1
Paneer,445,75,36.6,spoiled,1
Paneer,443,74,36.25,spoiled,1
Paneer,439,76,36.62,spoiled,1
Paneer,440,73,36.67,spoiled,1
Paneer,440,72,36.43,spoiled,1
Paneer,436,77,36.78,spoiled,1
Paneer,447,77,36.94,spoiled,1
Paneer,443,73,36.59,spoiled,1
Paneer,443,78,36.67,spoiled,1
Paneer,449,73,37.01,spoiled,1
Paneer,443,76,36.95,spoiled,1
Paneer,442,77,37.05,spoiled,1
Paneer,444,75,37.07,spoiled,1
Paneer,442,76,37.13,spoiled,1
Paneer,447,73,36.92,spoiled,1
Paneer,445,74,37.33,spoiled,1
Paneer,445,74,37.4,spoiled,1
Paneer,445,73,37.24,spoiled,1
Paneer,447,74,37.32,spoiled,1
Paneer,448,70,37.15,spoiled,1
Paneer,446,74,37.51,spoiled,1
Paneer,447,74,37.57,spoiled,1
Paneer,448,74,37.53,spoiled,1
Paneer,448,74,37.75,spoiled,1
Paneer,449,75,37.59,spoiled,1
Paneer,447,76,37.77,spoiled,1
Paneer,453,78,37.59,spoiled,1
Paneer,450,73,37.79,spoiled,1
Paneer,449,71,37.82,spoiled,1
Paneer,452,72,37.93,spoiled,1
Paneer,451,74,37.89,spoiled,1
Paneer,446,74,37.98,spoiled,1
Biryani,363,68,25.05,not spoiled,0
Biryani,360,70,24.88,not spoiled,0
Biryani,359,67,25.21,not spoiled,0
Biryani,364,75,25.08,not spoiled,0
Biryani,357,62,25.27,not spoiled,0
Biryani,359,69,25.09,not spoiled,0
Biryani,361,70,25.23,not spoiled,0
Biryani,366,72,25.44,not spoiled,0
Biryani,364,67,25.26,not spoiled,0
Biryani,360,73,25.25,not spoiled,0
Biryani,363,66,25.47,not spoiled,0
Biryani,362,68,25.51,not spoiled,0
Biryani,362,72,25.37,not spoiled,0
Biryani,368,73,25.19,not spoiled,0
Biryani,361,66,25.43,not spoiled,0
Biryani,370,78,25.66,not spoiled,0
Biryani,369,67,25.48,not spoiled,0
Biryani,370,66,25.63,not spoiled,0
Biryani,365,72,25.57,not spoiled,0
Biryani,367,69,25.42,not spoiled,0
Biryani,363,69,25.65,not spoiled,0
Biryani,366,72,25.89,not spoiled,0
Biryani,370,65,25.47,not spoiled,0
Biryani,373,65,25.9,not spoiled,0
Biryani,366,68,25.72,not spoiled,0
Biryani,368,73,26.03,not spoiled,0
Biryani,369,68,26.08,not spoiled,0
Biryani,366,75,25.98,not spoiled,0
Biryani,372,74,26.02,not spoiled,0
Biryani,369,71,25.96,not spoiled,0
Biryani,371,71,25.92,not spoiled,0
Biryani,370,71,26.41,not spoiled,0
Biryani,370,70,26.07,not spoiled,0
Biryani,372,69,26.47,not spoiled,0
Biryani,372,69,26.14,not spoiled,0
Biryani,372,67,26.39,not spoiled,0
Biryani,371,63,26.17,not spoiled,0
Biryani,375,73,26.46,not spoiled,0
Biryani,379,70,26.37,not spoiled,0
Biryani,375,70,26.41,not spoiled,0
Biryani,378,71,26.59,not spoiled,0
Biryani,371,68,26.46,not spoiled,0
Biryani,376,67,26.35,not spoiled,0
Biryani,373,69,26.72,not spoiled,0
Biryani,372,74,26.47,not spoiled,0
Biryani,375,66,26.76,not spoiled,0
Biryani,381,62,26.86,not spoiled,0
Biryani,381,68,26.7,not spoiled,0
Biryani,379,73,26.97,not spoiled,0
Biryani,374,65,26.9,not spoiled,0
Biryani,378,66,26.76,not spoiled,0
Biryani,380,71,27.12,not spoiled,0
Biryani,380,78,26.77,not spoiled,0
Biryani,374,66,26.92,not spoiled,0
Biryani,378,66,26.99,not spoiled,0
Biryani,381,71,27.15,not spoiled,0
Biryani,383,74,27.26,not spoiled,0
Biryani,375,68,27.29,not spoiled,0
Biryani,381,65,27.2,not spoiled,0
Biryani,383,71,27.16,not spoiled,0
Biryani,385,72,26.97,not spoiled,0
Biryani,385,75,27.08,not spoiled,0
Biryani,385,72,27.58,not spoiled,0
Biryani,381,72,27.08,not spoiled,0
Biryani,378,69,27.27,not spoiled,0
Biryani,383,77,27.6,not spoiled,0
Biryani,388,69,27.5,not spoiled,0
Biryani,389,68,27.64,not spoiled,0
Biryani,388,75,27.62,not spoiled,0
Biryani,387,66,27.8,not spoiled,0
Biryani,388,64,27.66,not spoiled,0
Biryani,385,70,27.75,not spoiled,0
Biryani,387,70,27.58,not spoiled,0
Biryani,393,69,27.81,not spoiled,0
Biryani,385,73,27.7,not spoiled,0
Biryani,393,67,27.73,not spoiled,0
Biryani,388,70,27.97,not spoiled,0
Biryani,393,69,28.01,not spoiled,0
Biryani,385,67,28.17,not spoiled,0
Biryani,392,70,28.19,not spoiled,0
Biryani,388,73,28.13,not spoiled,0
Biryani,386,76,27.77,not spoiled,0
Biryani,392,72,28.34,not spoiled,0
Biryani,394,62,28.24,not spoiled,0
Biryani,389,70,28.02,not spoiled,0
Biryani,388,70,28.28,not spoiled,0
Biryani,392,73,28.06,not spoiled,0
Biryani,393,71,28.34,not spoiled,0
Biryani,395,74,28.09,not spoiled,0
Biryani,396,71,28.2,not spoiled,0
Biryani,394,75,28.47,not spoiled,0
Biryani,400,69,28.56,not spoiled,0
Biryani,395,70,28.49,not spoiled,0
Biryani,394,72,28.43,not spoiled,0
Biryani,391,68,28.19,not spoiled,0
Biryani,395,68,28.52,not spoiled,0
Biryani,395,68,28.67,not spoiled,0
Biryani,399,68,28.58,not spoiled,0
Biryani,398,72,28.66,not spoiled,0
Biryani,394,64,28.67,not spoiled,0
Biryani,398,65,28.69,not spoiled,0
Biryani,400,76,28.78,not spoiled,0
Biryani,403,68,28.77,not spoiled,0
Biryani,401,71,29.06,not spoiled,0
Biryani,401,66,28.55,not spoiled,0
Biryani,400,70,28.84,not spoiled,0
Biryani,401,68,28.83,not spoiled,0
Biryani,404,65,29.03,not spoiled,0
Biryani,397,74,29.05,not spoiled,0
Biryani,400,74,29.32,not spoiled,0
Biryani,399,70,29.4,not spoiled,0
Biryani,403,73,29.03,not spoiled,0
Biryani,406,76,29.18,not spoiled,0
Biryani,401,72,29.25,not spoiled,0
Biryani,396,71,29.14,not spoiled,0
Biryani,402,71,29.39,not spoiled,0
Biryani,406,72,29.3,not spoiled,0
Biryani,406,69,29.21,not spoiled,0
Biryani,406,69,29.37,not spoiled,0
Biryani,404,71,29.3,not spoiled,0
Biryani,401,69,29.64,not spoiled,0
Biryani,407,69,29.81,not spoiled,0
Biryani,403,70,29.59,not spoiled,0
Biryani,413,73,29.61,spoiled,1
Biryani,408,67,29.66,not spoiled,0
Biryani,405,72,29.85,not spoiled,0
Biryani,406,72,29.88,not spoiled,0
Biryani,408,72,29.73,not spoiled,0
Biryani,408,68,29.82,not spoiled,0
Biryani,412,65,29.92,spoiled,1
Biryani,410,72,29.69,not spoiled,0
Biryani,407,71,30.08,spoiled,1
Biryani,415,73,30.19,spoiled,1
Biryani,410,68,30.14,spoiled,1
Biryani,413,72,29.82,spoiled,1
Biryani,409,73,29.75,not spoiled,0
Biryani,412,70,30.19,spoiled,1
Biryani,413,71,30.0,spoiled,1
Biryani,406,71,30.2,spoiled,1
Biryani,418,68,30.42,spoiled,1
Biryani,417,72,30.13,spoiled,1
Biryani,412,75,30.21,spoiled,1
Biryani,410,70,30.35,spoiled,1
Biryani,415,66,30.15,spoiled,1
Biryani,415,68,30.27,spoiled,1
Biryani,416,65,30.42,spoiled,1
Biryani,416,74,30.41,spoiled,1
Biryani,417,72,30.58,spoiled,1
Biryani,420,68,30.94,spoiled,1
Biryani,418,66,30.58,spoiled,1
Biryani,413,68,30.48,spoiled,1
Biryani,421,68,30.85,spoiled,1
Biryani,422,70,30.44,spoiled,1
Biryani,427,70,30.51,spoiled,1
Biryani,415,74,30.66,spoiled,1
Biryani,419,68,30.75,spoiled,1
Biryani,413,65,30.73,spoiled,1
Biryani,421,67,30.86,spoiled,1
Biryani,418,70,30.94,spoiled,1
Biryani,426,68,31.1,spoiled,1
Biryani,418,69,30.99,spoiled,1
Biryani,416,69,30.93,spoiled,1
Biryani,420,73,31.2,spoiled,1
Biryani,415,68,30.97,spoiled,1
Biryani,424,69,30.88,spoiled,1
Biryani,416,72,31.34,spoiled,1
Biryani,423,68,31.37,spoiled,1
Biryani,417,71,31.12,spoiled,1
Biryani,422,71,31.22,spoiled,1
Biryani,429,70,31.18,spoiled,1
Biryani,425,67,31.4,spoiled,1
Biryani,422,74,31.65,spoiled,1
Biryani,425,77,31.53,spoiled,1
Biryani,425,70,31.62,spoiled,1
Biryani,427,67,31.62,spoiled,1
Biryani,422,70,31.54,spoiled,1
Biryani,428,73,31.74,spoiled,1
Biryani,419,68,31.72,spoiled,1
Biryani,425,70,31.87,spoiled,1
Biryani,426,71,31.62,spoiled,1
Biryani,430,74,31.46,spoiled,1
Biryani,428,72,31.92,spoiled,1
Biryani,424,72,31.85,spoiled,1
Biryani,426,69,31.79,spoiled,1
Biryani,430,71,31.84,spoiled,1
Biryani,429,68,32.29,spoiled,1
Biryani,428,73,31.85,spoiled,1
Biryani,429,73,31.86,spoiled,1
Biryani,433,72,32.04,spoiled,1
Biryani,430,69,32.24,spoiled,1
Biryani,431,69,32.44,spoiled,1
Biryani,438,75,32.23,spoiled,1
Biryani,428,69,31.98,spoiled,1
Biryani,427,73,32.51,spoiled,1
Biryani,435,71,32.24,spoiled,1
Biryani,431,69,32.16,spoiled,1
Biryani,433,66,32.16,spoiled,1
Biryani,432,71,32.48,spoiled,1
Biryani,434,70,32.43,spoiled,1
Biryani,440,75,32.49,spoiled,1
Biryani,438,67,32.66,spoiled,1
Biryani,438,77,32.39,spoiled,1
Biryani,432,71,32.75,spoiled,1
Biryani,433,71,32.51,spoiled,1
Biryani,428,68,32.95,spoiled,1
Biryani,435,71,32.75,spoiled,1
Biryani,440,71,32.56,spoiled,1
Biryani,440,73,32.43,spoiled,1
Biryani,438,67,32.89,spoiled,1
Biryani,439,74,32.75,spoiled,1
Biryani,437,71,32.82,spoiled,1
Biryani,440,72,33.0,spoiled,1
Biryani,442,69,33.07,spoiled,1
Biryani,435,67,33.14,spoiled,1
Biryani,442,70,32.82,spoiled,1
Biryani,444,71,33.25,spoiled,1
Biryani,440,66,32.98,spoiled,1
Biryani,444,72,32.77,spoiled,1
Biryani,451,73,32.97,spoiled,1
Biryani,442,68,33.21,spoiled,1
Biryani,444,67,33.07,spoiled,1
Biryani,441,69,33.24,spoiled,1
Biryani,444,70,33.34,spoiled,1
Biryani,445,69,33.3,spoiled,1
Biryani,445,70,33.29,spoiled,1
Biryani,442,71,33.22,spoiled,1
Biryani,446,66,33.45,spoiled,1
Biryani,450,66,33.17,spoiled,1
Biryani,447,62,33.41,spoiled,1
Biryani,449,73,33.42,spoiled,1
Biryani,446,70,33.56,spoiled,1
Biryani,449,73,33.6,spoiled,1
Biryani,448,67,33.81,spoiled,1
Biryani,445,70,33.94,spoiled,1
Biryani,449,71,33.57,spoiled,1
Biryani,446,68,34.08,spoiled,1
Biryani,447,65,33.7,spoiled,1
Biryani,450,75,33.88,spoiled,1
Biryani,451,74,33.97,spoiled,1
Biryani,446,69,34.29,spoiled,1
Biryani,454,72,33.88,spoiled,1
Biryani,453,69,33.73,spoiled,1
Biryani,449,67,34.26,spoiled,1
Biryani,447,75,33.95,spoiled,1
Biryani,451,65,34.06,spoiled,1
Biryani,451,69,33.98,spoiled,1
Biryani,453,70,34.14,spoiled,1
Biryani,452,75,34.1,spoiled,1
Biryani,447,73,34.37,spoiled,1
Biryani,453,65,34.31,spoiled,1
Biryani,453,70,34.24,spoiled,1
Biryani,456,70,34.53,spoiled,1
Biryani,453,69,34.45,spoiled,1
Biryani,460,72,34.17,spoiled,1
Biryani,450,66,34.63,spoiled,1
Biryani,460,69,34.55,spoiled,1
Biryani,456,71,34.77,spoiled,1
Biryani,459,72,34.62,spoiled,1
Biryani,457,70,34.52,spoiled,1
Biryani,461,69,34.64,spoiled,1
Biryani,457,70,34.83,spoiled,1
